datetime,prec_mm,tavg_degc,swe_mm,flow_cms
2021-03-01,0.0,-8.0,624.84,9.967893624721722
2021-03-02,0.0,-5.499999999999999,624.84,11.242198207427622
2021-03-03,0.0,-3.9,624.84,12.035098836666851
2021-03-04,0.0,-3.8000000000000003,624.84,13.50762857668256
2021-03-05,0.0,1.1999999999999982,624.84,15.603151668243376
2021-03-06,5.08,-1.7999999999999992,624.84,19.369429657129707
2021-03-07,0.0,-5.800000000000001,627.38,19.567654814439514
2021-03-08,0.0,-2.8,627.38,18.803072064815975
2021-03-09,0.0,-9.3,627.38,18.378303870580673
2021-03-10,0.0,-10.2,627.38,17.188952926721832
